ESTABLECIMIENTO,"GIRO (FARMACIA, BOTICA ,DROGUERIA)",CALLE Y NO.,COLONIA,CODIGO POSTAL,MUNICIPIO O DELEGACION,ENTIDAD,No. LICENCIA,FECHA EXPEDICION,"LINEAS DE COMERCIALIZACION AUTORIZADAS (ESTUPEFACIENTES), 
(PSICOTRÓPICOS  II, III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS)"
Farmacias del Ahorro,Farmacias del Ahorro,Boulevard Guillermo Valle 117,Centro,90000,Tlaxcala,Tlaxcala,777,19-ago-14,"Farmacia con minisuper con venta de medicamentos psicotropicos grupos,II y III, 
toxoides, Antitoxinas, Vacunas, Hemoderivados, Sueros de origen animal"
Farmacia Circulo de la Salud,Farmacia,Ignacio Picazo Norte 7-A,Centro,90800,Chiautempan,Tlaxcala,778,08-may-15,"Farmacia sin minisuper con venta de medicamentos psicotropicos grupos,II y III, 
toxoides, Antitoxinas, Vacunas, Hemoderivados, Sueros de origen animal"
Farmacia (tiendas Chedraui S.A.de C.V.,Farmacia,Carr. Apizaco-Huamantla 2407,La Cienega,90640,Apizaco,"Tlaxcala
Tlaxcala",779,08-may-15,Farmacia sin minisuper grupos II y III
Botica del Centro de Salud Urbano de Tlaxcala,Botica,Lazaro Cardenas s/n,,90110,Tlaxcala,,780,11-jun-15,"Botica sin minisuper con venta de medicamentos psicotropicos grupos,II y III"
PRODERMICA,Farmacia,Carr. Apizaco-Pue No. 3-526,,90610,Apetatitlan de Antonio Carvajal,Taxcalas,781,18 de junio de 2015,"Farmacia sin minisuper con venta de medicamentos psicotropicos grupos,II"
Farmacia BIO FARM,Botica,Zaragoza 700,Centro,90300,Apizaco,Tlaxcala,782,02-jul-15,"Farmacia sin minisuper con venta de medicamentos psicotropicos grupos,II y III, 
toxoides, Vacunas, Hemoderivados, Sueros de origen animal"
Farmacias del Ahorro,Farmacia,"Boulevard Revolución 34 local 
1",Atempan,90010,"Tlaxcala,",Tlaxcala,783,25-ago-15,"Farmacia con minisuper con venta de medicamentos psicotropicos grupos,II y III, 
toxoides, Antitoxinas, Vacunas, Hemoderivados, Sueros de origen animal"
Farmacia circulo de la salud,Farmacia,Ayuntamiento Oriente 13-A,Barrio San Bartolome,90970,San Pablo del Monte,Tlaxcala,784,21-sep-15,"Farmacia con minisuper con venta de medicamentos psicotropicos grupos,II y III, 
toxoides, Antitoxinas, Vacunas, Hemoderivados, Sueros de origen animal"
Farmacia Ocotlan,Farmacia,Lira y Ortega 15 A,Centro,90000,Tlaxcala,Tlaxcala,785,5 de octubre 2015,"Farmacia con minisuper con venta de medicamentos psicotropicos grupos,II y III, 
toxoides, Antitoxinas, Vacunas, Hemoderivados, Sueros de origen animal"
La Más Barata,Farmacia,Justo Sierra No. 3,Centro,90000,Tlaxcala,Tlaxcala,786,6 de octubre de 2015,BAJA
Farmacias del Ahorro,Farmacia,Morelos Poniente No. 1,Secc. Segunda,90740,Zacatelco,Tlaxcala,787,12 de febrero de 2016,"Farmacia con minisuper con venta de medicamentos psicotropicos grupos,II y III, 
toxoides, Antitoxinas, Vacunas, Hemoderivados, Sueros de origen animal"
Farmacia Cedros,Farmacia,Cedros No. 5,Atempan,90010,Tlaxcala,Tlaxcala,0689,18 de marzo de 2016,"Farmacia con minisuper con venta de medicamentos psicotropicos grupos,II y III, 
toxoides, Antitoxinas, Vacunas, Hemoderivados, Sueros de origen animal"
VIDALOS S de R.L. de C.V,Farmacia,Av. Tlaxcal N° 1,Barrio San Bartolomé,90970,San Pablo del Monte,Tlaxcala,0788,25 de marzo de 2016,"Farmacia con minisuper con venta de medicamentos psicotropicos grupos,II y III, 
toxoides, Antitoxinas, Vacunas, Hemoderivados, Sueros de origen animal"
Payan,Farmacia,Av. De los Volvanes No. 2,Ocotlan,90014,Ocotlan,Tlaxcala,0790,1 de julio de 2016,"Farmacia con minisuper con venta de medicamentos psicotropicos grupos,I,II y 
III,"
UMF,Farmacia,Calle del Hueso s/n,Santa Elena,90640,Amaxac de Guerrero,Tlaxcala,0791,20 de julio de 2016,"Farmacia con minisuper con venta de medicamentos psicotropicos grupos,II, III, 
y vacunas"
Farmacia Sánchez,Farmacia,Hidalgo No. 31,Centro,90000,Tlaxcala,Tlaxcala,792,2 de agosto de 2016,"Farmacia sin minisuper (con venta de medicamentos  controladosgrupos II y III, 
biológicos y hemoderivados"
,Farmacia,Pablo Sidar No. 2,San Bartolomé,90970,"Villa Vicente Guerrero, San Pablo 
del Monte",Tlaxcala,793,6 de marzo de 2017,"Farmacia con minisuper con venta de medicamentos psicotropicos grupos,II, III, toxoides, 
antitoxinas, vacunas, hemoderivados, sueros de origen animal."
Farmacia San Lorenzo,Farmacia,"Calle Diego Muñoz Camargo 
No. 9",,90000,Tlaxcala,Tlaxcala,0117,15 de agosto de 2016,"Farmacia con minisuper con venta de medicamentos psicotropicos grupos,I,II y 
III,"
"Farmacia de la Inidad de Especialidades Médicas de Enfermedades 
Crónicas",Farmacia,AV. Volcanes s/n,Vista Hermosa Magisterial,90800,Tlaxcala,Tlaxcala,794,8 de marzo de 2017,"Farmacia con minisuper con venta de medicamentos psicotropicos grupos,I,II"
Hospital Vitae S.A. de C.V.,Botica,Calle la Paz Mo. 19,Col. San Sebastian,90970,San Pablo del Monte,Tlaxcala,795,27 de junio de 2017,"Farmacia sin minisuper con venta de medicamentos psicotropicos y estupefacientes grupos,I,II 
y III,"
Farmacia Alexander Flaming Suc. Santa Ana,Farmacia,Calle Ignacio Picazo Número 47,Centro,90800,Santa Ana Chiautempan,Tlaxcala,796,21 de agosto de 2017,"Farmacia sin minisuper con venta de medicamentos psicotropicos fracciones,II y III, Biologicos 
y hemoderivados."
Farmacia de la Clinica de Especialidades Zaragoza,Botica,Av. Ognacio Zaragoza No. 32,Primera Sección,90740,Zacatelco,Tlaxcala,797,29 de septiembre de 2017,"Farmacia sin minisuper con venta de medicamentos psicotropicos y estupefacientes grupos,I,II 
y III,"
Farmacias Farmapronto,Farmacia,Calle Tlaxcala Pte. No. 10,Col. San Bartolome,90930,San Pablo del Monte,Tlaxcala,798,3 de noviembre de 2017,"Farmacia con minisuper con venta de medicamentos psicotropicos fracciones,II y III, toxoides, 
Antitoxinas, Vacunas, Hemoderivados, Sueros de origen animal"
Farmacia Luz de Alba,Farmacia,"Prolongación Xicohtencatl   Numero 
10 int 1",Santa Maria Ixtulco,90105,Tlaxcala,Tlaxcala,799,14 de noviembre de 2017,"Farmacia con minisuper con venta de medicamentos psicotropicos grupos,I, II y III, toxoides, 
Antitoxinas, Vacunas, Hemoderivados, Sueros de origen animal"
Farmacias del Ahorro,Farmacia,Boilevard Aquiles Serdan,Col. el Carmen,90338,Apizaco,Tlaxcala,001,16 de enero de 2018,"Farmacia con minisuper con venta de medicamentos psicotropicos fracciones,II y III, toxoides, 
Antitoxinas, Vacunas, Hemoderivados, Sueros de origen animal"
Farmacia Alexander Flaming Suc. Tlaxcala,Farmacia,20 de noviembre 31,Centro,90000,Tlaxcala,Tlaxcala,002,9 de febrero de 2018,"Farmacia sin minisuper con venta de medicamentos psicotropicos fracciones I, II y III, 
Biologicos"
Super Farmacia El Rosario,Farmacia,Cruz Colorada N°9,Sección Segunda,90740,Zacatelco,Tlaxcala,003,28 de febrero de 2018,"Farmacia con minisuper con venta de medicamentos psicotropicos fracciones I,,II y III, 
toxoides, Antitoxinas, Vacunas, Hemoderivados, Sueros de origen animal"
"Farmacia de la Fundación de asistencia privada Conde de Valenciana, 
I.A.P. Sede Tlaxcala",Farmacia,Valenciana núm.1,,90669,Apetatitlan de Antonio Carvajal,Tlaxcala,004,9 de mayo de 2018,"Farmacia sin minisuper con venta de medicamentos psicotropicos fracciones I, II y III, 
Biologicos"
Farmacia del Centro de Salud Urbano de Apizaco,Farmacia,José Aramburu,San Martín de Porres,90337,Apizaco,Tlaxcala,005,16 de mayo de 2018,"Farmacia sin minisuper con venta de medicamentos psicotropicos fracciones I, II y III, 
Biologicos"
"Nueva Wal-Mart de México, S. de R.L de C.V.",Farmacia,Calle Pensamiento 3005,Loma Florida 2°. Sección,90356,Apizaco,Tlaxcala,006,6 de julio 2018,"Farmacia con minisuper con venta de medicamentos psicotropicos fracciones II y III, toxoides, 
Antitoxinas, Vacunas, Hemoderivados, Sueros de origen animal"
Farmacias del Ahorro,Farmacia,José María Morelos No. 23 int 1,Centro,90200,Calpulalpan,Tlaxcala,007,9 de julio de 2018,"Famacia con minisuper con venta de medicamentos psicotropicos fracciones II y III, toxoides, 
Antitoxinas, Vacunas, Hemoderivados, Sueros de origen animal"
"""San Francisco""",Farmacia,5 de febrero 913,Centro,90300,Apizaco,Tlaxcala,008,29-ago-18,"Farmacia sin minisumero con venta de medicamentos de las fracciones I, II y III"
Farmacia Farmatlan,Farmaci,Av. TLAXCALA No. 1,Barrio San Bartolome,90970,San Pablo del Monte,Tlaxcala,009,1 de octubre de 2018,"Famacia con minisuper con venta de medicamentos psicotropicos fracciones II y III, toxoides, 
Antitoxinas, Vacunas, Hemoderivados, Sueros de origen animal"
Farmacia Farmatlan,Farmacia,Carr. Puebla-Tlaxcala No. 1,Sección Segunada,90740,Zacatelco,Tlaxcala,010,2 de octubre 2018,"Famacia con minisuper con venta de medicamentos psicotropicos fracciones II y III, toxoides, 
Antitoxinas, Vacunas, Hemoderivados, Sueros de origen animal"
Farmacias del Ahorro,Farmacia,Av. Ignacio Picazo Norte No. 7A,Centro,90800,Chiautempan,Tlaxcala,011,22 de octubre de 2018,"Famacia con minisuper con venta de medicamentos psicotropicos fracciones II y III, toxoides, 
Antitoxinas, Vacunas, Hemoderivados, Sueros de origen animal"
Farmacia Intrahospitalaria del Hospital General de San Pablo del Monte,Botica,Calle 3 de mayo s/n,Barrio de San Sebastian,90920,San Pablo del Monte,Tlacala,012,25 de octubre de 2018,BAJA
Farmacia del Centro de Salud Urbano de Chiautempan,Botica,Privada 10 de mayo,Texcacoac,90806,Chiautempan,Tlaxcala,013,12 de noviembre 2018,Vacunas
Ahorro Farmacia,Farmacia,Av. Juárez 402-B,Centro,90300,Apizaco,Tlaxcala,014,7 de diciembre de 2018,"Famacia sin minisuper con venta de medicamentos estupefacientes, fracción I psicotropicos 
fracciones II y III, toxoides, Antitoxinas, Vacunas, Hemoderivados, Sueros de origen animal"
Comercializadora de Farmaceutica de Chiapas S.A.P.I. S.A de C.V,Farmacia,Calle 16 de septiembre 801,Centro,90300,Apizaco,Tlaxcala,015,12 de diciembre de 2018,"Famacia sin minisuper con venta de medicamentos estupefacientes, fracción I psicotropicos 
fracciones II y III, toxoides, Antitoxinas, Vacunas, Hemoderivados, Sueros de origen animal"
,Farmacia,Calle Cuauhtémoc 2017,Centro,90300,Apizaco,Tlaxcala,01,7 de febrero de 2019,"Famacia con minisuper con venta de medicamentos estupefacientes, fracción I psicotropicos 
fracciones II y III, toxoides, Antitoxinas, Vacunas, Hemoderivados, Sueros de origen animal"
Comercializadora de Farmaceutica de Chiapas S.A.P.I. S.A de C.V,Farmacia,Abasolo Oriente No.119,Centro,90500,Huamantla,Tlaxcala,02,12-feb-19,"Famacia con minisuper con venta de medicamentos estupefacientes, fracción I psicotropicos 
fracciones II y III, toxoides, Antitoxinas, Vacunas, Hemoderivados, Sueros de origen animal"
,Farmaia,Av. Antonio Diaz Varela No. 70,Centro,90800,Santa Ana Chiautempan,Tlaxcala,03,12-feb-19,"Famacia con minisuper con venta de medicamentos estupefacientes, fracción I psicotropicos 
fracciones II y III, toxoides, Antitoxinas, Vacunas, Hemoderivados, Sueros de origen animal"
IMSS,Farmacia,Carr Tlaxo.Chignahuapan,Centro,90250,Tlaxco,Tlaxco,04,18-feb-19,"Famacia con minisuper con venta de medicamentos estupefacientes, fracción I psicotropicos 
fracciones II y III, toxoides, Antitoxinas, Vacunas, Hemoderivados, Sueros de origen animal"
"Nueva Wal-Mart de México, S. de R.L de C.V.",Farmacia,Boulev. Guillermo Valle 111,Centro,90000,Tlaxcala,Tlaxcala,05,19-mar-19,"Famacia con minisuper con venta de medicamentos estupefacientes, fracción I psicotropicos 
fracciones II y III, toxoides, Antitoxinas, Vacunas, Hemoderivados, Sueros de origen animal"
Farmacia San Francisco,Farmacia,Manuel Saldañs Nte. No. 12. Int.B,Centro,90800,Santa Ana Chiautempan,Tlaxcala,06,20-mar-19,"Famacia con minisuper con venta de medicamentos estupefacientes, fracciónes II y III, 
toxoides, Antitoxinas, Vacunas, Hemoderivados, Sueros de origen animal"
Farmacia de la Unidad Médico Familiar No. 35,Farmacia,Avenida Juárez No. 1,Barrio de Obtegón,90280,Nanacamilpa de Mariano Arista,Tlaxcala,07,14-may-19,"Famacia sin minisuper con venta de medicamentos estupefacientes, fracciónes II y III, 
toxoides, Antitoxinas, Vacunas, Hemoderivados, Biologicos,Sueros de origen animal"
,Farmacia,Boulevard la Libertad 303 Col. Fatima 90357 Apizaco,,,,Tlaxcala,08,20-may-19,"Famacia con minisuper con venta de medicamentos estupefacientes, fracciónes II y III, 
Biologicos, toxoides, vacunas y, Hemoderivados."
Farmacia Clinica 2000 maternidad,Farmacia,Benito Juárez No. 9,San Cosme Xalostoc,90460,San Cosme Xalostoc,Tlaxcala,09,20 de mayo-19,"Famacia sin minisuper con venta de medicamentos estupefacientes, fracciónes II y III, 
toxoides, Antitoxinas, Vacunas, Hemoderivados, Biologicos,Sueros de origen animal"
Farmacia Nefropolis,Farmacia,"Avenida Miguel Hidalgo 22, Int.L-1",Centro,90000,Tlaxcala  de Xicohténcatl,Tlaxcala,010,20 de mayo-2019,Biologicos
"Servicios Farmaceuticos de Pensiones Civiles de Tlaxcala, A.C.",Farmacia,Av. Juárez No. 51,Centro,90100,Tlaxcala,Tlaxcala,011,2 de julio 2019,"Famacia sin minisuper con venta de medicamentos estupefacientes, fracciónes II y III, 
toxoides, Antitoxinas, Vacunas, Hemoderivados, Biologicos,Sueros de origen animal"
Drogueria Guadalupana´s,Brogueria,Ignacio Allende Pte. No. 18,Centro,90800,Chiautempan,Tlaxcala,012,29 de julio de 2019,Drogueria sin minisuper medicamentos Magistrales y Oficinales
Farmacia 1+La Barata One Plus,Farmacia,Justo Sierra No. 13,Centro,90000,Tlaxcala,Tlaxcala,013,6 de agosto de 2019,"Famacia sin minisuper con venta de medicamentos estupefacientes, fracciónes II y III, 
toxoides, Antitoxinas, Vacunas, Hemoderivados, Biologicos,Sueros de origen animal"
Farmacia Intrahospitalaria del Hospital de San Pablo del Monte,Botica,Boulevard Bicentenario S/n,Barrio de San Sebastian,90970,San Pablo del Monte,Tlaxcala,014,30 de agosto de 2019,"Famacia sin minisuper con venta de medicamentos estupefacientes, fracciónes II y III, 
toxoides, Antitoxinas, Vacunas, Hemoderivados, Biologicos,Sueros de origen animal"
